frequent-itemSets,	support
{'cat food', 'other vegetables'},	0.006507371631926792
{'rolls/buns', 'coffee'},	0.010981189628876462
{'frozen vegetables', 'butter'},	0.005795627859684799
{'frozen vegetables', 'whipped/sour cream'},	0.007930859176410779
{'long life bakery product', 'fruit/vegetable juice'},	0.0062023385866802234
{'long life bakery product', 'yogurt'},	0.008744280630401627
{'bottled beer', 'margarine'},	0.006100660904931368
{'pork', 'tropical fruit'},	0.008540925266903915
{'beef', 'domestic eggs'},	0.005998983223182512
{'citrus fruit', 'frozen vegetables'},	0.0066090493136756485
{'beef', 'newspapers'},	0.006405693950177936
{'beef', 'tropical fruit'},	0.007625826131164209
{'beef', 'soda'},	0.00813421453990849
{'frozen vegetables', 'pork'},	0.006405693950177936
{'whole milk', 'ice cream'},	0.005897305541433655
{'frozen vegetables', 'sausage'},	0.005998983223182512
{'pastry', 'butter'},	0.007625826131164209
{'pip fruit', 'butter milk'},	0.005083884087442806
{'pip fruit', 'coffee'},	0.006914082358922217
{'long life bakery product', 'chocolate'},	0.0052872394509405184
{'frozen meals', 'soda'},	0.0062023385866802234
{'pip fruit', 'shopping bags'},	0.009354346720894764
{'soda', 'white bread'},	0.010269445856634469
{'bottled water', 'coffee'},	0.007320793085917641
{'newspapers', 'pork'},	0.0066090493136756485
{'pork', 'napkins'},	0.005185561769191663
{'yogurt', 'salty snack'},	0.0062023385866802234
{'white bread', 'shopping bags'},	0.007422470767666497
{'frozen vegetables', 'tropical fruit'},	0.008744280630401627
{'shopping bags', 'hygiene articles'},	0.005185561769191663
{'shopping bags', 'domestic eggs'},	0.009049313675648195
{'yogurt', 'hard cheese'},	0.006405693950177936
{'domestic eggs', 'pork'},	0.005592272496187087
{'bottled water', 'pork'},	0.007422470767666497
{'meat', 'yogurt'},	0.0052872394509405184
{'newspapers', 'root vegetables'},	0.011489578037620742
{'long life bakery product', 'soda'},	0.007625826131164209
{'pip fruit', 'newspapers'},	0.006710726995424504
{'UHT-milk', 'yogurt'},	0.007422470767666497
{'beef', 'fruit/vegetable juice'},	0.005083884087442806
{'other vegetables', 'processed cheese'},	0.005490594814438231
{'grapes', 'tropical fruit'},	0.006100660904931368
{'long life bakery product', 'tropical fruit'},	0.00630401626842908
{'pastry', 'salty snack'},	0.005185561769191663
{'citrus fruit', 'bottled beer'},	0.006100660904931368
{'frankfurter', 'coffee'},	0.005083884087442806
{'chocolate', 'root vegetables'},	0.006405693950177936
{'soda', 'margarine'},	0.010167768174885612
{'bottled beer', 'pork'},	0.005185561769191663
{'chicken', 'pork'},	0.005795627859684799
{'chicken', 'domestic eggs'},	0.0062023385866802234
{'frozen vegetables', 'chicken'},	0.006710726995424504
{'soda', 'ice cream'},	0.006100660904931368
{'whipped/sour cream', 'newspapers'},	0.007219115404168785
{'chewing gum', 'whole milk'},	0.005083884087442806
{'rolls/buns', 'specialty chocolate'},	0.005592272496187087
{'rolls/buns', 'white bread'},	0.006507371631926792
{'whipped/sour cream', 'salty snack'},	0.005185561769191663
{'pastry', 'chocolate'},	0.008032536858159633
{'chocolate', 'fruit/vegetable juice'},	0.00681240467717336
{'chocolate', 'butter'},	0.0062023385866802234
{'dessert', 'fruit/vegetable juice'},	0.005998983223182512
{'pastry', 'dessert'},	0.005388917132689374
{'dessert', 'tropical fruit'},	0.00630401626842908
{'cat food', 'yogurt'},	0.0062023385866802234
